index,GOLDAMGBDollarD228NLBM
1978-11-30,207.08181818181814
1978-12-31,207.89473684210526
1979-01-31,226.98636363636368
1979-02-28,245.59
1979-03-31,242.34772727272733
1979-04-30,239.17368421052632
1979-05-31,257.7380952380953
1979-06-30,279.3595238095238
1979-07-31,295.0090909090909
1979-08-31,300.7931818181818
1979-09-30,354.4975
1979-10-31,390.95869565217384
1979-11-30,391.51818181818186
1979-12-31,463.6657894736842
1980-01-31,674.5795454545455
1980-02-29,665.8928571428571
1980-03-31,554.2761904761903
1980-04-30,516.71
1980-05-31,514.2675
1980-06-30,600.7857142857142
1980-07-31,645.75
1980-08-31,626.36
1980-09-30,673.9409090909091
1980-10-31,662.2695652173912
1980-11-30,623.875
1980-12-31,596.7119047619047
1981-01-31,557.8125
1981-02-28,500.8
1981-03-31,499.6931818181818
1981-04-30,496.625
1981-05-31,480.31578947368416
1981-06-30,460.5
1981-07-31,409.2840909090909
1981-08-31,410.24
1981-09-30,443.77272727272725
1981-10-31,437.6795454545455
1981-11-30,413.40476190476187
1981-12-31,410.11904761904765
1982-01-31,384.1625
1982-02-28,374.4575
1982-03-31,329.97727272727275
1982-04-30,350.3350000000001
1982-05-31,334.50526315789483
1982-06-30,314.9613636363636
1982-07-31,337.89545454545447
1982-08-31,363.4130952380953
1982-09-30,438.15
1982-10-31,422.78571428571433
1982-11-30,415.1136363636364
1982-12-31,444.7761904761903
1983-01-31,481.8375
1983-02-28,493.4875
1983-03-31,420.7065217391304
1983-04-30,433.1710526315789
1983-05-31,437.3925
1983-06-30,413.14772727272725
1983-07-31,422.64523809523814
1983-08-31,416.2045454545456
1983-09-30,412.24545454545455
1983-10-31,394.24523809523816
1983-11-30,381.01590909090896
1983-12-31,388.06
1984-01-31,370.73452380952375
1984-02-29,386.0380952380953
1984-03-31,394.7431818181818
1984-04-30,381.371052631579
1984-05-31,376.95714285714286
1984-06-30,378.31428571428563
1984-07-31,347.60681818181814
1984-08-31,347.67727272727274
1984-09-30,340.945
1984-10-31,340.2173913043478
1984-11-30,341.28636363636366
1984-12-31,319.62222222222226
1985-01-31,302.85227272727275
1985-02-28,300.3325000000001
1985-03-31,303.2047619047619
1985-04-30,324.8825
1985-05-31,316.39523809523814
1985-06-30,316.2975
1985-07-31,317.20217391304345
1985-08-31,330.13095238095235
1985-09-30,323.7642857142856
1985-10-31,326.09347826086963
1985-11-30,325.54761904761904
1985-12-31,321.985
1986-01-31,345.5613636363636
1986-02-28,339.05250000000007
1986-03-31,346.09473684210525
1986-04-30,340.71590909090907
1986-05-31,342.3250000000001
1986-06-30,342.79761904761904
1986-07-31,348.55434782608705
1986-08-31,376.29
1986-09-30,418.1522727272728
1986-10-31,423.86304347826086
1986-11-30,396.9825
1986-12-31,391.595238095238
1987-01-31,408.5238095238095
1987-02-28,401.04500000000013
1987-03-31,408.8477272727272
1987-04-30,439.66500000000013
1987-05-31,461.65
1987-06-30,449.2772727272728
1987-07-31,450.33043478260873
1987-08-31,460.98749999999984
1987-09-30,460.12045454545455
1987-10-31,465.7636363636364
1987-11-30,468.14047619047614
1987-12-31,487.0785714285714
1988-01-31,477.75750000000005
1988-02-29,442.12380952380965
1988-03-31,443.4913043478261
1988-04-30,451.55789473684194
1988-05-31,451.32
1988-06-30,451.65681818181815
1988-07-31,437.4523809523809
1988-08-31,431.06363636363625
1988-09-30,413.4386363636364
1988-10-31,406.39047619047625
1988-11-30,419.9659090909092
1988-12-31,419.24750000000006
1989-01-31,404.4452380952381
1989-02-28,387.9725
1989-03-31,390.2738095238095
1989-04-30,384.72
1989-05-31,371.35
1989-06-30,367.7272727272728
1989-07-31,375.20952380952383
1989-08-31,365.5477272727273
1989-09-30,361.7976190476191
1989-10-31,366.8
1989-11-30,394.3613636363637
1989-12-31,409.6552631578947
1990-01-31,410.1181818181818
1990-02-28,416.5425
1990-03-31,393.66136363636366
1990-04-30,374.9289473684211
1990-05-31,368.8547619047618
1990-06-30,352.6571428571428
1990-07-31,361.82045454545465
1990-08-31,394.8613636363637
1990-09-30,389.56000000000006
1990-10-31,381.33260869565214
1990-11-30,381.8659090909092
1990-12-31,378.16052631578947
1991-01-31,384.59090909090907
1991-02-28,363.74750000000006
1991-03-31,363.39
1991-04-30,358.0547619047618
1991-05-31,357.11666666666673
1991-06-30,366.36
1991-07-31,368.0130434782609
1991-08-31,356.72142857142853
1991-09-30,348.45952380952383
1991-10-31,358.82608695652175
1991-11-30,359.95952380952383
1991-12-31,361.875
1992-01-31,354.4363636363637
1992-02-29,353.8525
1992-03-31,344.6409090909092
1992-04-30,338.72750000000013
1992-05-31,337.0394736842105
1992-06-30,340.78409090909093
1992-07-31,352.45217391304334
1992-08-31,343.60250000000013
1992-09-30,345.2999999999999
1992-10-31,344.2772727272728
1992-11-30,334.92380952380944
1992-12-31,334.65714285714284
1993-01-31,328.9925
1993-02-28,329.31
1993-03-31,329.9739130434782
1993-04-30,341.9475
1993-05-31,367.04473684210535
1993-06-30,371.9136363636365
1993-07-31,392.03409090909105
1993-08-31,379.7952380952382
1993-09-30,355.5613636363636
1993-10-31,364.00476190476195
1993-11-30,373.9386363636364
1993-12-31,383.24285714285713
1994-01-31,387.11
1994-02-28,381.6575
1994-03-31,384.0
1994-04-30,377.90789473684214
1994-05-31,381.3425
1994-06-30,385.7136363636364
1994-07-31,385.4500000000001
1994-08-31,380.20681818181816
1994-09-30,391.3477272727272
1994-10-31,390.16428571428565
1994-11-30,384.3772727272727
1994-12-31,379.48
1995-01-31,378.7380952380953
1995-02-28,376.745
1995-03-31,381.8195652173912
1995-04-30,391.33888888888896
1995-05-31,385.2309523809524
1995-06-30,387.6181818181818
1995-07-31,386.13809523809533
1995-08-31,383.5022727272728
1995-09-30,382.93095238095236
1995-10-31,383.20227272727277
1995-11-30,385.20909090909095
1995-12-31,387.44473684210527
1996-01-31,398.69545454545465
1996-02-29,404.9190476190476
1996-03-31,396.5119047619048
1996-04-30,392.87
1996-05-31,391.990476190476
1996-06-30,385.245
1996-07-31,383.4565217391304
1996-08-31,387.50952380952384
1996-09-30,383.29047619047617
1996-10-31,380.90869565217383
1996-11-30,377.86904761904765
1996-12-31,369.3375
1997-01-31,355.0250000000001
1997-02-28,346.40000000000015
1997-03-31,352.31052631578933
1997-04-30,344.70681818181816
1997-05-31,344.1
1997-06-30,340.8047619047618
1997-07-31,323.78043478260867
1997-08-31,323.9975
1997-09-30,322.6159090909091
1997-10-31,324.8543478260869
1997-11-30,306.3449999999999
1997-12-31,288.7761904761905
1998-01-31,289.26428571428573
1998-02-28,297.7425
1998-03-31,295.8704545454545
1998-04-30,308.5575
1998-05-31,298.97105263157886
1998-06-30,292.22272727272724
1998-07-31,292.8739130434782
1998-08-31,284.2275
1998-09-30,288.66136363636366
1998-10-31,296.59545454545463
1998-11-30,294.2428571428572
1998-12-31,291.35714285714283
1999-01-31,287.3325
1999-02-28,287.495
1999-03-31,286.2434782608696
1999-04-30,282.62000000000006
1999-05-31,276.9315789473684
1999-06-30,261.4022727272727
1999-07-31,256.19772727272726
1999-08-31,256.9357142857142
1999-09-30,264.47045454545446
1999-10-31,311.56190476190466
1999-11-30,293.65
1999-12-31,283.7425
2000-01-31,284.59
2000-02-29,300.8547619047618
2000-03-31,286.704347826087
2000-04-30,279.96111111111117
2000-05-31,275.2928571428571
2000-06-30,285.3681818181819
2000-07-31,282.15238095238095
2000-08-31,274.52272727272725
2000-09-30,273.67619047619047
2000-10-31,270.40454545454554
2000-11-30,265.9886363636364
2000-12-31,271.8921052631578
2001-01-31,265.9340909090909
2001-02-28,262.01750000000004
2001-03-31,263.27272727272725
2001-04-30,260.75
2001-05-31,272.0571428571428
2001-06-30,270.73809523809524
2001-07-31,267.70681818181816
2001-08-31,272.6568181818181
2001-09-30,282.4775
2001-10-31,283.3217391304347
2001-11-30,276.24772727272733
2001-12-31,275.9921052631579
2002-01-31,281.76363636363635
2002-02-28,295.6825
2002-03-31,294.3525
2002-04-30,302.86190476190484
2002-05-31,314.47954545454536
2002-06-30,321.5361111111112
2002-07-31,313.5673913043478
2002-08-31,310.04523809523806
2002-09-30,318.8
2002-10-31,316.7478260869565
2002-11-30,319.2547619047619
2002-12-31,333.3
2003-01-31,356.8636363636365
2003-02-28,359.575
2003-03-31,341.56428571428575
2003-04-30,328.2075
2003-05-31,355.40500000000014
2003-06-30,356.91190476190485
2003-07-31,350.7652173913044
2003-08-31,358.9925
2003-09-30,378.85909090909087
2003-10-31,379.0934782608696
2003-11-30,390.2
2003-12-31,407.67380952380967
2004-01-31,414.49523809523805
2004-02-29,404.73
2004-03-31,405.97608695652184
2004-04-30,404.85
2004-05-31,383.9526315789474
2004-06-30,391.7795454545456
2004-07-31,398.440909090909
2004-08-31,400.13333333333327
2004-09-30,405.4022727272728
2004-10-31,420.20952380952383
2004-11-30,439.0590909090908
2004-12-31,442.9738095238095
2005-01-31,424.08
2005-02-28,423.43
2005-03-31,434.35476190476174
2005-04-30,429.14047619047614
2005-05-31,422.9025
2005-06-30,430.3022727272728
2005-07-31,424.74523809523805
2005-08-31,437.77272727272737
2005-09-30,455.9363636363637
2005-10-31,470.1071428571428
2005-11-30,476.66818181818184
2005-12-31,509.4225
2006-01-31,549.4333333333333
2006-02-28,555.5175
2006-03-31,557.2152173913043
2006-04-30,611.8527777777778
2006-05-31,676.7690476190478
2006-06-30,597.8977272727273
2006-07-31,633.0928571428573
2006-08-31,631.5568181818182
2006-09-30,600.15
2006-10-31,586.6477272727271
2006-11-30,626.8249999999998
2006-12-31,629.5131578947369
2007-01-31,630.3522727272729
2007-02-28,665.1025000000002
2007-03-31,655.8909090909091
2007-04-30,680.0078947368422
2007-05-31,668.3095238095239
2007-06-30,655.7142857142858
2007-07-31,665.2659090909091
2007-08-31,664.5295454545453
2007-09-30,710.6450000000002
2007-10-31,754.4804347826088
2007-11-30,808.3113636363637
2007-12-31,803.6184210526317
2008-01-31,887.7840909090909
2008-02-29,924.2833333333334
2008-03-31,971.0552631578947
2008-04-30,911.6
2008-05-31,889.125
2008-06-30,889.5357142857142
2008-07-31,941.1673913043477
2008-08-31,840.3875
2008-09-30,824.9204545454545
2008-10-31,812.8152173913044
2008-11-30,757.85
2008-12-31,819.940476190476
2009-01-31,857.7261904761905
2009-02-28,939.7625
2009-03-31,925.9886363636364
2009-04-30,892.6625
2009-05-31,926.8552631578948
2009-06-30,947.8068181818179
2009-07-31,934.2717391304348
2009-08-31,949.5
2009-09-30,996.4431818181821
2009-10-31,1043.5113636363637
2009-11-30,1126.1190476190475
2009-12-31,1135.0119047619048
2010-01-31,1119.575
2010-02-28,1095.8
2010-03-31,1115.554347826087
2010-04-30,1148.475
2010-05-31,1204.3210526315786
2010-06-30,1232.3818181818185
2010-07-31,1196.0
2010-08-31,1213.4642857142858
2010-09-30,1271.4613636363638
2010-10-31,1343.1904761904761
2010-11-30,1371.784090909091
2010-12-31,1393.5119047619046
2011-01-31,1360.475
2011-02-28,1371.3125
2011-03-31,1422.8478260869565
2011-04-30,1474.4305555555554
2011-05-31,1512.1875
2011-06-30,1528.3795454545457
2011-07-31,1568.5261904761905
2011-08-31,1759.5
2011-09-30,1780.6477272727273
2011-10-31,1667.892857142857
2011-11-30,1735.9772727272727
2011-12-31,1652.725
2012-01-31,1656.095238095238
2012-02-29,1743.095238095238
2012-03-31,1675.0568181818182
2012-04-30,1648.5394736842104
2012-05-31,1585.1136363636365
2012-06-30,1595.6315789473686
2012-07-31,1592.784090909091
2012-08-31,1625.6818181818182
2012-09-30,1741.925
2012-10-31,1746.3478260869565
2012-11-30,1724.3522727272727
2012-12-31,1687.342105263158
2013-01-31,1671.8863636363635
2013-02-28,1630.6875
2013-03-31,1591.0125
2013-04-30,1485.904761904762
2013-05-31,1416.142857142857
2013-06-30,1342.7
2013-07-31,1284.3478260869565
2013-08-31,1345.047619047619
2013-09-30,1348.4642857142858
2013-10-31,1314.4021739130435
2013-11-30,1277.4166666666667
2013-12-31,1221.5875
2014-01-31,1243.0681818181818
2014-02-28,1298.7125
2014-03-31,1336.5595238095239
2014-04-30,1299.175
2014-05-31,1288.9125
2014-06-30,1277.857142857143
2014-07-31,1312.9891304347825
2014-08-31,1297.005
2014-09-30,1241.3295454545455
2014-10-31,1223.5652173913045
2014-11-30,1176.4125
2014-12-31,1200.4404761904761
2015-01-31,1249.3333333333333
2015-02-28,1231.1
2015-03-31,1180.6363636363635
2015-04-30,1198.2525
2015-05-31,1197.6842105263158
2015-06-30,1182.2477272727276
2015-07-31,1131.5804347826086
2015-08-31,1117.525
2015-09-30,1124.904545454545
2015-10-31,1157.1227272727276
2015-11-30,1088.3880952380953
2015-12-31,1068.3166666666666
2016-01-31,1095.6550000000002
2016-02-29,1194.892857142857
2016-03-31,1246.3119047619048
2016-04-30,1241.452380952381
2016-05-31,1259.755
2016-06-30,1273.5795454545453
